INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,IMP_AGE,M_IMP_AGE,AGE_BIN,IMP_YOJ,M_IMP_YOJ,IMP_INCOME,M_IMP_INCOME,IMP_JOB,M_IMP_JOB,IMP_HOME_VAL,M_IMP_HOME_VAL,IMP_TRAVTIME,IMP_BLUEBOOK,OLDCLAIM_BIN,IMP_CAR_AGE,M_IMP_CAR_AGE
10024,0,0,0,56,0,7,"$79,293",No,"$247,954",z_No,M,Bachelors,z_Blue Collar,66,Commercial,"$35,280",1,Panel Truck,yes,$0,0,No,0,11,z_Highly Rural/ Rural,56,0,4,7,0,79293.148128,0,z_Blue Collar,0,247954.32538,0,66.27636127,35280,0,11,0
10025,0,0,0,27,0,9,"$32,428",No,$0,z_No,M,<High School,z_Blue Collar,40,Private,"$7,440",4,Minivan,yes,"$6,144",4,No,5,6,Highly Urban/ Urban,27,0,1,9,0,32428.023773,0,z_Blue Collar,0,0,0,39.720451616,7440,2,6,0
10026,1,10453.355991,0,42,0,6,"$51,695",No,$0,z_No,M,z_High School,Professional,29,Commercial,"$17,630",10,Van,yes,$0,0,No,1,1,Highly Urban/ Urban,42,0,2,6,0,51694.859023,0,Professional,0,0,0,28.619853124,17630,0,1,0
10027,1,6588,0,50,0,12,"$74,578",No,"$251,674",Yes,z_F,<High School,z_Blue Collar,45,Private,"$13,960",1,z_SUV,no,"$34,479",3,Yes,5,4,Highly Urban/ Urban,50,0,3,12,0,74577.554234,0,z_Blue Collar,0,251673.92617,0,44.581975778,13960,3,4,0
10028,1,2027,0,55,0,15,"$122,070",No,"$335,023",Yes,z_F,Masters,Lawyer,42,Private,"$18,710",4,z_SUV,no,"$4,118",2,No,3,13,z_Highly Rural/ Rural,55,0,3,15,0,122069.72554,0,Lawyer,0,335022.89216,0,42.485951641,18710,1,13,0
10029,0,0,0,50,0,4,"$87,832",No,,Yes,M,z_High School,z_Blue Collar,8,Commercial,"$21,840",10,Minivan,yes,"$28,204",3,No,0,1,Highly Urban/ Urban,50,0,3,4,0,87831.823636,0,z_Blue Collar,0,156413.52,1,8.3037390932,21840,3,1,0
10030,0,0,0,46,0,6,"$108,980",No,$0,z_No,z_F,Bachelors,Manager,40,Private,"$17,000",10,Sports Car,no,"$1,420",3,No,3,12,Highly Urban/ Urban,46,0,3,6,0,108980.41317,0,Manager,0,0,0,39.557961993,17000,1,12,0
10031,0,0,0,36,0,10,"$160,878",No,"$357,482",Yes,z_F,PhD,Manager,35,Private,"$21,260",4,z_SUV,no,$0,0,No,1,12,Highly Urban/ Urban,36,0,2,10,0,160877.69417,0,Manager,0,357481.72129,0,35.052289837,21260,0,12,0
10033,0,0,0,40,0,,"$21,023",No,,z_No,z_F,z_High School,z_Blue Collar,57,Private,"$14,240",1,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban,40,0,2,10,1,21023.320239,0,z_Blue Collar,0,156413.52,1,57.488450144,14240,0,1,0
10035,0,0,0,62,0,14,"$75,381",No,"$243,941",Yes,z_F,Masters,Manager,48,Private,"$15,240",10,Sports Car,no,$0,0,No,3,15,Highly Urban/ Urban,62,0,4,14,0,75381.094744,0,Manager,0,243940.9276,0,48.21275221,15240,0,15,0
10036,1,1731,1,41,1,11,"$59,053",No,"$134,169",Yes,z_F,z_High School,z_Blue Collar,36,Commercial,"$11,510",1,z_SUV,no,$0,0,No,3,1,Highly Urban/ Urban,41,0,2,11,0,59052.759343,0,z_Blue Collar,0,134168.97917,0,35.825205991,11510,0,1,0
10037,1,26187.937223,0,41,1,14,"$59,115",Yes,$0,z_No,M,Bachelors,Professional,25,Commercial,"$36,980",6,Panel Truck,yes,$0,0,No,4,5,Highly Urban/ Urban,41,0,2,14,0,59115.15145,0,Professional,0,0,0,24.559062879,36980,0,5,0
10038,1,520,0,32,2,11,"$59,905",Yes,"$197,120",z_No,M,<High School,z_Blue Collar,23,Commercial,"$8,620",1,Pickup,yes,$0,0,Yes,4,1,Highly Urban/ Urban,32,0,1,11,0,59905.004838,0,z_Blue Collar,0,197120.46406,0,22.586175197,8620,0,1,0
10039,0,0,0,31,3,13,"$55,504",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,11,Commercial,"$10,150",1,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban,31,0,1,13,0,55503.557789,0,z_Blue Collar,0,0,0,10.61106101,10150,0,1,0
10040,0,0,0,40,1,7,,Yes,$0,z_No,z_F,z_High School,z_Blue Collar,14,Commercial,"$27,840",1,Minivan,no,$0,0,No,0,6,z_Highly Rural/ Rural,40,0,2,7,0,58957.01,1,z_Blue Collar,0,0,0,14.223837321,27840,0,6,0
10043,0,0,0,53,0,7,"$48,194",No,$0,z_No,M,Bachelors,Professional,42,Private,"$16,690",1,Van,yes,$0,0,No,0,12,Highly Urban/ Urban,53,0,3,7,0,48194.205757,0,Professional,0,0,0,41.897946799,16690,0,12,0
10046,0,0,0,36,0,6,"$76,535",No,$0,z_No,z_F,Bachelors,Home Maker,61,Private,"$41,790",1,Van,no,$0,0,No,0,8,z_Highly Rural/ Rural,36,0,2,6,0,76535.016648,0,Home Maker,0,0,0,60.673411656,39090,0,8,0
10047,0,0,0,44,3,17,"$42,223",No,"$134,918",Yes,z_F,z_High School,Clerical,24,Private,"$12,930",6,z_SUV,no,"$19,731",2,No,0,1,Highly Urban/ Urban,44,0,2,17,0,42223.098554,0,Clerical,0,134917.84019,0,24.410581182,12930,3,1,0
10048,1,1283.4009034,0,38,0,0,$0,No,$0,z_No,M,Bachelors,Home Maker,22,Commercial,"$21,490",6,Van,no,"$47,096",2,Yes,10,,Highly Urban/ Urban,38,0,2,0,0,0,0,Home Maker,0,0,0,22.163385572,21490,3,8,1
10049,0,0,0,31,2,13,"$71,763",No,"$200,268",Yes,M,Bachelors,Clerical,14,Private,"$13,560",3,Minivan,yes,"$9,251",2,No,3,8,Highly Urban/ Urban,31,0,1,13,0,71762.949948,0,Clerical,0,200268.22014,0,13.666939608,13560,2,8,0
10050,0,0,0,39,0,12,"$43,650",No,"$180,755",Yes,z_F,z_High School,z_Blue Collar,9,Commercial,"$9,260",1,Minivan,no,$0,0,No,0,7,Highly Urban/ Urban,39,0,2,12,0,43650.030277,0,z_Blue Collar,0,180755.41493,0,8.5690715894,9260,0,7,0
10051,0,0,0,51,0,7,"$171,649",No,"$434,676",Yes,z_F,Masters,Lawyer,13,Private,"$23,760",1,Minivan,no,$0,0,No,3,17,Highly Urban/ Urban,51,0,3,7,0,171648.83433,0,Lawyer,0,434675.87052,0,12.590817707,23760,0,17,0
10052,0,0,2,41,2,0,$0,No,"$68,777",Yes,z_F,z_High School,Home Maker,43,Private,"$14,980",9,z_SUV,no,$0,0,No,0,8,z_Highly Rural/ Rural,41,0,2,0,0,0,0,Home Maker,0,68776.541655,0,42.804975743,14980,0,8,0
10053,0,0,0,38,0,4,"$24,417",No,"$148,217",Yes,M,z_High School,Clerical,29,Private,"$18,570",9,Van,yes,"$10,192",2,No,4,1,Highly Urban/ Urban,38,0,2,4,0,24417.138968,0,Clerical,0,148216.54585,0,28.836280098,18570,3,1,0
10055,0,0,0,44,0,,"$60,847",No,"$172,441",Yes,M,z_High School,z_Blue Collar,27,Commercial,"$15,210",10,Minivan,yes,$0,0,No,1,1,z_Highly Rural/ Rural,44,0,2,10,1,60847.152981,0,z_Blue Collar,0,172440.54945,0,27.226657346,15210,0,1,0
10056,0,0,1,45,3,13,"$16,086",No,"$108,026",Yes,M,<High School,Clerical,5,Private,"$15,270",6,Minivan,yes,"$2,997",1,No,0,,Highly Urban/ Urban,45,0,2,13,0,16086.242927,0,Clerical,0,108025.94512,0,5,15270,1,8,1
10057,1,7197,0,43,2,0,$0,No,$0,Yes,M,<High School,Student,70,Private,"$5,800",11,Pickup,yes,$792,2,No,3,1,Highly Urban/ Urban,43,0,2,0,0,0,0,Student,0,0,0,69.51414233,5800,1,1,0
10058,0,0,0,37,0,10,"$74,519",No,$0,z_No,M,Masters,Lawyer,24,Private,"$15,220",4,Minivan,no,$0,0,No,0,17,Highly Urban/ Urban,37,0,2,10,0,74519.379962,0,Lawyer,0,0,0,24.133743071,15220,0,17,0
10059,0,0,0,51,0,0,$0,No,$0,Yes,z_F,z_High School,Student,37,Commercial,"$6,600",1,Sports Car,no,$0,0,No,0,1,z_Highly Rural/ Rural,51,0,3,0,0,0,0,Student,0,0,0,36.712822568,6600,0,1,0
10060,0,0,0,43,0,,"$65,069",No,"$178,778",Yes,M,Bachelors,Professional,10,Private,"$12,310",6,Minivan,yes,$0,0,No,0,16,Highly Urban/ Urban,43,0,2,10,1,65069.276585,0,Professional,0,178777.73843,0,9.6626742684,12310,0,16,0
10063,1,3321,0,40,0,13,"$31,101",No,$0,z_No,M,z_High School,Clerical,28,Commercial,"$4,610",7,Pickup,yes,"$1,852",2,No,1,6,Highly Urban/ Urban,40,0,2,13,0,31100.577533,0,Clerical,0,0,0,27.704315552,4610,1,6,0
10064,0,0,0,41,0,13,"$28,380",No,"$118,927",Yes,z_F,z_High School,Clerical,41,Private,"$11,810",4,z_SUV,no,$0,0,No,1,10,z_Highly Rural/ Rural,41,0,2,13,0,28379.900495,0,Clerical,0,118927.38066,0,41.131617011,11810,0,10,0
10065,1,1611,0,55,0,11,"$12,729",No,$0,Yes,M,z_High School,Student,25,Commercial,"$7,000",4,Pickup,no,$621,3,No,3,1,Highly Urban/ Urban,55,0,3,11,0,12729.139991,0,Student,0,0,0,24.786513209,7000,1,1,0
10066,0,0,0,48,0,13,"$20,887",No,"$159,568",Yes,M,<High School,Clerical,15,Commercial,"$30,380",10,Panel Truck,no,"$18,920",3,No,0,6,Highly Urban/ Urban,48,0,3,13,0,20887.243482,0,Clerical,0,159568.0527,0,14.799567598,30380,3,6,0
10067,0,0,0,48,0,12,"$32,256",No,"$175,861",Yes,z_F,z_High School,Home Maker,38,Private,"$10,230",1,z_SUV,no,$0,0,No,3,5,z_Highly Rural/ Rural,48,0,3,12,0,32255.902988,0,Home Maker,0,175860.89292,0,37.725715824,10230,0,5,0
10068,1,6885,1,36,2,14,,Yes,$0,z_No,M,Masters,,33,Commercial,"$16,610",6,Van,no,"$7,354",2,Yes,0,8,Highly Urban/ Urban,36,0,2,14,0,61898.1,1,Professional,1,0,0,33.05801328,16610,2,8,0
10069,0,0,0,33,1,9,"$58,617",No,"$125,712",Yes,M,<High School,z_Blue Collar,24,Private,"$13,690",4,Minivan,no,$0,0,No,0,,z_Highly Rural/ Rural,33,0,1,9,0,58617.205393,0,z_Blue Collar,0,125711.82196,0,23.96471483,13690,0,8,1
10070,0,0,0,49,0,13,"$75,610",No,"$252,298",z_No,z_F,Masters,Manager,14,Private,"$17,820",7,z_SUV,no,$0,0,No,0,11,Highly Urban/ Urban,49,0,3,13,0,75609.755035,0,Manager,0,252297.76468,0,13.933101037,17820,0,11,0
10071,1,1307,0,58,0,15,"$91,051",No,"$329,168",Yes,M,Bachelors,Professional,31,Commercial,"$31,570",4,Panel Truck,yes,$0,0,No,1,1,z_Highly Rural/ Rural,58,0,4,15,0,91051.366263,0,Professional,0,329168.40002,0,31.043213549,31570,0,1,0
10072,0,0,0,49,0,14,"$90,036",No,$0,z_No,M,Bachelors,Manager,21,Private,"$17,110",18,Van,yes,$0,0,No,0,17,Highly Urban/ Urban,49,0,3,14,0,90036.054673,0,Manager,0,0,0,21.227995064,17110,0,17,0
10074,0,0,0,55,0,12,"$136,339",No,"$407,905",Yes,z_F,Masters,Lawyer,8,Private,"$18,760",1,Minivan,no,$0,0,No,0,8,Highly Urban/ Urban,55,0,3,12,0,136338.54089,0,Lawyer,0,407905.19698,0,8.3667491384,18760,0,8,0
10075,0,0,0,58,0,13,"$43,618",No,"$179,025",Yes,M,Bachelors,Manager,44,Commercial,"$20,930",7,Van,yes,"$2,723",3,No,2,8,Highly Urban/ Urban,58,0,4,13,0,43617.895866,0,Manager,0,179025.05568,0,44.000729059,20930,1,8,0
10076,0,0,0,41,0,8,,No,,z_No,z_F,Bachelors,Professional,17,Private,"$10,420",1,z_SUV,no,"$7,245",3,No,2,6,Highly Urban/ Urban,41,0,2,8,0,76593.11,1,Professional,0,192245.39,1,16.726314368,10420,2,6,0
10077,0,0,0,52,0,13,"$108,078",No,"$316,513",Yes,z_F,z_High School,z_Blue Collar,40,Commercial,"$8,740",4,Sports Car,no,$0,0,No,0,1,z_Highly Rural/ Rural,52,0,3,13,0,108077.80255,0,z_Blue Collar,0,316512.65073,0,39.936802715,8740,0,1,0
10078,0,0,0,57,0,8,"$73,280",No,"$243,431",Yes,M,Bachelors,Professional,34,Commercial,"$20,220",10,Van,no,$0,0,No,0,6,z_Highly Rural/ Rural,57,0,4,8,0,73279.870444,0,Professional,0,243431.18481,0,34.087625495,20220,0,6,0
10079,0,0,0,38,0,,"$99,788",No,$0,z_No,z_F,Bachelors,Professional,11,Private,"$15,280",10,z_SUV,no,$0,0,Yes,4,8,Highly Urban/ Urban,38,0,2,10,1,99788.081348,0,Professional,0,0,0,11.428332004,15280,0,8,0
10080,0,0,1,39,2,13,"$48,887",Yes,"$178,171",z_No,z_F,Bachelors,z_Blue Collar,38,Commercial,"$10,290",10,z_SUV,no,"$1,459",2,No,5,13,Highly Urban/ Urban,39,0,2,13,0,48886.60235,0,z_Blue Collar,0,178171.23387,0,38.03721561,10290,1,13,0
10082,1,4654,0,49,1,14,"$61,036",No,"$160,699",Yes,M,z_High School,z_Blue Collar,16,Commercial,"$12,500",10,Minivan,yes,"$8,963",1,No,1,7,Highly Urban/ Urban,49,0,3,14,0,61036.433297,0,z_Blue Collar,0,160699.17133,0,15.911692587,12500,2,7,0
10083,0,0,1,42,2,16,"$30,871",No,"$151,274",Yes,z_F,<High School,Clerical,22,Private,"$8,790",4,z_SUV,no,"$6,366",1,No,0,6,Highly Urban/ Urban,42,0,2,16,0,30871.431807,0,Clerical,0,151274.28702,0,22.302113885,8790,2,6,0
10085,0,0,0,52,0,12,"$47,161",No,$0,z_No,z_F,Masters,Manager,41,Private,"$14,300",7,Minivan,no,$0,0,No,0,10,Highly Urban/ Urban,52,0,3,12,0,47161.262574,0,Manager,0,0,0,40.586462272,14300,0,10,0
10087,1,4386,0,43,0,13,"$26,913",No,"$156,085",Yes,z_F,Masters,Manager,5,Private,"$4,190",7,z_SUV,no,$0,0,Yes,2,14,Highly Urban/ Urban,43,0,2,13,0,26913.235552,0,Manager,0,156084.6966,0,5,4190,0,14,0
10088,0,0,0,51,0,14,"$164,371",No,"$406,985",Yes,z_F,z_High School,Professional,16,Private,"$17,130",10,Minivan,no,$0,0,No,2,1,Highly Urban/ Urban,51,0,3,14,0,164371.45499,0,Professional,0,406985.02215,0,15.908029737,17130,0,1,0
10089,0,0,0,45,1,,"$52,149",No,"$184,538",Yes,z_F,Bachelors,Professional,15,Private,"$11,990",6,z_SUV,no,$0,0,No,0,7,Highly Urban/ Urban,45,0,2,10,1,52149.340931,0,Professional,0,184538.08574,0,15.040059112,11990,0,7,0
10090,1,3501,0,54,0,14,"$85,444",No,,z_No,M,Masters,,38,Commercial,"$27,450",1,Panel Truck,no,"$3,689",4,No,5,18,Highly Urban/ Urban,54,0,3,14,0,85444.479046,0,Manager,1,199290.2,1,37.747094088,27450,1,18,0
10091,0,0,0,36,1,,"$28,162",Yes,"$114,294",z_No,z_F,PhD,Manager,8,Private,"$4,320",10,z_SUV,no,$0,0,Yes,0,12,Highly Urban/ Urban,36,0,2,10,1,28161.641419,0,Manager,0,114293.88397,0,8.3135851187,4320,0,12,0
10092,1,5627,0,50,0,10,"$62,880",No,$0,z_No,z_F,PhD,Doctor,41,Private,"$12,790",1,z_SUV,no,"$4,538",4,No,11,11,Highly Urban/ Urban,50,0,3,10,0,62879.950484,0,Doctor,0,0,0,41.386800503,12790,1,11,0
10094,0,0,0,34,2,11,"$18,077",No,"$104,851",Yes,z_F,<High School,z_Blue Collar,32,Private,"$19,270",9,Minivan,no,$0,0,No,0,7,z_Highly Rural/ Rural,34,0,1,11,0,18077.324441,0,z_Blue Collar,0,104851.25005,0,31.757357164,19270,0,7,0
10095,0,0,0,61,0,15,"$31,543",No,"$181,675",Yes,z_F,Masters,Lawyer,16,Private,"$26,780",10,z_SUV,no,"$5,155",5,No,3,,Highly Urban/ Urban,61,0,4,15,0,31543.485679,0,Lawyer,0,181675.24396,0,16.168097384,26780,2,8,1
10096,1,3949,0,33,1,,"$86,321",Yes,"$227,138",z_No,M,Masters,,17,Commercial,"$26,750",1,Panel Truck,yes,"$48,873",2,Yes,0,24,Highly Urban/ Urban,33,0,1,10,1,86321.068408,0,Manager,1,227137.9457,0,17.220581539,26750,3,24,0
10097,0,0,0,45,0,12,"$21,361",No,"$146,354",Yes,M,z_High School,Clerical,5,Commercial,"$19,300",1,Van,yes,$0,0,No,0,1,Highly Urban/ Urban,45,0,2,12,0,21361.168568,0,Clerical,0,146353.86954,0,5,19300,0,1,0
10098,0,0,0,58,0,12,"$115,067",No,"$326,329",Yes,z_F,PhD,Manager,17,Private,"$18,810",4,z_SUV,no,"$1,774",1,No,0,14,Highly Urban/ Urban,58,0,4,12,0,115067.36026,0,Manager,0,326329.35459,0,16.732665468,18810,1,14,0
10099,0,0,0,56,2,,"$60,286",No,"$213,596",Yes,z_F,Bachelors,z_Blue Collar,43,Commercial,"$23,480",10,Minivan,no,$0,0,No,0,11,z_Highly Rural/ Rural,56,0,4,12,1,60285.97746,0,z_Blue Collar,0,213596.24748,0,42.980461454,23480,0,11,0
10100,0,0,0,47,0,0,,No,$0,z_No,z_F,Masters,Home Maker,13,Private,"$7,630",6,z_SUV,no,$0,0,No,0,15,Highly Urban/ Urban,47,0,3,0,0,12073.33,1,Home Maker,0,0,0,12.771214125,7630,0,15,0
10102,1,4506,0,29,1,7,"$31,407",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,42,Commercial,"$11,890",1,z_SUV,no,$0,0,No,1,9,Highly Urban/ Urban,29,0,1,7,0,31407.301987,0,z_Blue Collar,0,0,0,42.492016216,11890,0,9,0
10103,1,6097,3,39,5,14,"$12,591",No,$0,Yes,M,<High School,Student,41,Private,"$16,570",1,Van,yes,"$7,621",2,No,0,1,Highly Urban/ Urban,39,0,2,14,0,12591.292796,0,Student,0,0,0,41.284195461,16570,2,1,0
10104,0,0,0,48,0,7,"$22,362",No,"$127,087",Yes,M,<High School,Clerical,39,Commercial,"$23,260",1,Panel Truck,yes,$0,0,No,0,1,Highly Urban/ Urban,48,0,3,7,0,22361.914626,0,Clerical,0,127087.02822,0,39.343924227,23260,0,1,0
10106,1,6561,2,62,3,18,"$30,322",No,"$150,059",Yes,z_F,z_High School,z_Blue Collar,5,Private,"$18,780",4,Sports Car,no,"$23,486",2,Yes,0,1,Highly Urban/ Urban,62,0,4,18,0,30321.620855,0,z_Blue Collar,0,150059.10162,0,5,18780,3,1,0
10107,0,0,0,40,1,12,"$22,648",No,"$105,038",Yes,z_F,<High School,z_Blue Collar,16,Private,"$7,760",9,Sports Car,no,"$3,955",2,No,0,7,Highly Urban/ Urban,40,0,2,12,0,22648.02606,0,z_Blue Collar,0,105037.70809,0,15.772447694,7760,1,7,0
10108,1,4863,0,38,0,12,"$26,537",No,"$144,593",z_No,M,<High School,Clerical,48,Private,"$5,700",6,Minivan,no,"$8,256",3,No,1,1,Highly Urban/ Urban,38,0,2,12,0,26536.787263,0,Clerical,0,144593.31034,0,48.13612192,5700,2,1,0
10109,0,0,0,46,0,5,$393,No,"$127,880",z_No,z_F,z_High School,Home Maker,55,Private,"$6,140",1,z_SUV,no,$0,0,No,0,8,z_Highly Rural/ Rural,46,0,3,5,0,393.13902806,0,Home Maker,0,127879.80706,0,54.585526527,6140,0,8,0
10111,0,0,1,46,0,10,"$84,667",No,"$236,725",Yes,z_F,Bachelors,z_Blue Collar,56,Commercial,"$13,770",13,z_SUV,no,$0,0,No,2,7,Highly Urban/ Urban,46,0,3,10,0,84666.954072,0,z_Blue Collar,0,236724.60573,0,56.023433705,13770,0,7,0
10112,0,0,0,36,0,12,"$48,509",No,,Yes,M,PhD,,49,Private,"$9,950",6,Minivan,yes,$0,0,No,0,18,Highly Urban/ Urban,36,0,2,12,0,48509.02026,0,z_Blue Collar,1,156413.52,1,48.660726487,9950,0,18,0
10114,0,0,0,31,2,14,"$52,248",No,"$178,076",Yes,z_F,Bachelors,z_Blue Collar,40,Commercial,"$2,850",1,z_SUV,no,$0,0,No,0,12,Highly Urban/ Urban,31,0,1,14,0,52248.193171,0,z_Blue Collar,0,178075.94553,0,39.783082332,2850,0,12,0
10116,0,0,0,51,0,11,"$123,217",No,"$370,038",Yes,z_F,Masters,Lawyer,47,Private,"$18,920",1,Minivan,no,$0,0,No,0,14,Highly Urban/ Urban,51,0,3,11,0,123217.01752,0,Lawyer,0,370037.6841,0,47.383834273,18920,0,14,0
10117,0,0,0,37,2,13,"$39,324",Yes,"$151,114",z_No,z_F,Bachelors,Home Maker,46,Private,"$9,130",10,z_SUV,no,"$5,177",2,No,6,10,Highly Urban/ Urban,37,0,2,13,0,39323.815811,0,Home Maker,0,151113.58096,0,45.720815408,9130,2,10,0
10118,0,0,0,38,0,12,"$127,903",No,"$348,479",Yes,z_F,Bachelors,Manager,19,Private,"$18,090",1,z_SUV,no,$0,0,Yes,1,5,Highly Urban/ Urban,38,0,2,12,0,127902.54422,0,Manager,0,348479.47554,0,19.351770049,18090,0,5,0
10120,0,0,0,49,0,0,$0,No,"$124,751",z_No,z_F,Bachelors,Home Maker,63,Private,"$8,420",7,z_SUV,no,"$3,721",2,No,2,12,Highly Urban/ Urban,49,0,3,0,0,0,0,Home Maker,0,124751.44203,0,63.117893825,8420,1,12,0
10122,0,0,0,50,0,14,"$44,441",No,"$150,983",Yes,M,Masters,Lawyer,5,Private,"$10,940",6,Pickup,no,$0,0,No,2,11,z_Highly Rural/ Rural,50,0,3,14,0,44441.323507,0,Lawyer,0,150983.0579,0,5,10940,0,11,0
10123,0,0,0,47,0,13,"$24,911",No,$0,Yes,M,z_High School,Student,66,Commercial,"$18,170",1,Van,yes,$0,0,No,0,1,z_Highly Rural/ Rural,47,0,3,13,0,24910.590324,0,Student,0,0,0,66.301750959,18170,0,1,0
10125,0,0,0,49,0,15,"$127,613",No,"$333,896",Yes,M,<High School,z_Blue Collar,5,Commercial,"$19,160",13,Van,yes,$0,0,No,0,5,Highly Urban/ Urban,49,0,3,15,0,127612.86138,0,z_Blue Collar,0,333895.52759,0,5,19160,0,5,0
10128,0,0,0,46,0,6,"$65,894",No,$0,z_No,z_F,z_High School,Manager,30,Private,"$12,690",10,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban,46,0,3,6,0,65894.369109,0,Manager,0,0,0,30.090613448,12690,0,1,0
10129,0,0,0,41,1,13,"$27,377",No,,Yes,M,<High School,Clerical,50,Private,"$15,730",1,Minivan,no,$0,0,No,0,,z_Highly Rural/ Rural,41,0,2,13,0,27377.015919,0,Clerical,0,117635.99,1,49.612255007,15730,0,8,1
10130,0,0,0,40,1,14,"$62,502",No,"$201,110",Yes,M,Bachelors,Professional,31,Commercial,"$23,590",1,Panel Truck,yes,$0,0,No,0,11,z_Highly Rural/ Rural,40,0,2,14,0,62501.619767,0,Professional,0,201109.72051,0,31.377195386,23590,0,11,0
10131,0,0,0,46,0,0,$0,No,"$109,860",Yes,z_F,z_High School,Home Maker,45,Private,"$16,230",4,Minivan,no,"$6,343",2,No,3,,Highly Urban/ Urban,46,0,3,0,0,0,0,Home Maker,0,109859.83523,0,44.594137352,16230,2,8,1
10132,0,0,0,53,0,10,"$121,708",No,"$356,812",z_No,M,PhD,Doctor,27,Private,"$19,480",1,Van,yes,$0,0,No,0,11,Highly Urban/ Urban,53,0,3,10,0,121707.52212,0,Doctor,0,356811.99445,0,27.303034737,19480,0,11,0
10133,0,0,0,50,0,0,$0,No,$0,Yes,z_F,z_High School,Student,32,Commercial,"$20,370",1,Minivan,no,$0,0,No,2,1,Highly Urban/ Urban,50,0,3,0,0,0,0,Student,0,0,0,31.731279072,20370,0,1,0
10134,0,0,0,41,2,17,$666,No,$0,Yes,z_F,<High School,Student,101,Private,"$15,910",6,Sports Car,no,$0,0,No,0,7,z_Highly Rural/ Rural,41,0,2,17,0,665.51199052,0,Student,0,0,0,75.14433,15910,0,7,0
10135,0,0,2,41,2,11,"$73,088",No,"$259,027",Yes,M,z_High School,z_Blue Collar,49,Commercial,"$12,910",14,Minivan,yes,$0,0,No,3,8,z_Highly Rural/ Rural,41,0,2,11,0,73088.111567,0,z_Blue Collar,0,259027.10621,0,48.899309421,12910,0,8,0
10136,1,1589,0,37,0,12,"$11,303",No,$0,z_No,M,<High School,Clerical,40,Private,"$6,330",4,Pickup,no,"$37,871",1,Yes,0,,Highly Urban/ Urban,37,0,2,12,0,11303.099652,0,Clerical,0,0,0,39.923863862,6330,3,8,1
10137,0,0,0,46,0,12,"$45,237",No,"$184,819",Yes,z_F,<High School,z_Blue Collar,29,Private,"$10,620",1,Sports Car,no,"$3,624",3,No,2,1,Highly Urban/ Urban,46,0,3,12,0,45236.679384,0,z_Blue Collar,0,184819.48767,0,29.084148416,10620,1,1,0
10138,1,2644,0,21,1,9,"$5,939",No,$0,Yes,z_F,z_High School,Student,61,Commercial,"$16,030",11,z_SUV,no,"$26,803",3,Yes,2,7,z_Highly Rural/ Rural,21,0,0,9,0,5939.3441807,0,Student,0,0,0,61.040091616,16030,3,7,0
10139,0,0,0,51,0,0,$0,No,$0,Yes,M,<High School,Student,43,Private,"$1,500",9,Minivan,no,$0,0,No,0,1,z_Highly Rural/ Rural,51,0,3,0,0,0,0,Student,0,0,0,42.663177844,1500,0,1,0
10140,0,0,0,29,4,4,"$23,652",Yes,$0,z_No,z_F,z_High School,Clerical,36,Private,"$6,770",4,z_SUV,no,$0,0,No,0,8,z_Highly Rural/ Rural,29,0,1,4,0,23651.660779,0,Clerical,0,0,0,36.024119657,6770,0,8,0
10141,0,0,0,42,0,13,"$132,186",No,"$340,510",Yes,M,PhD,Manager,5,Private,"$16,070",10,Minivan,yes,$0,0,No,0,13,Highly Urban/ Urban,42,0,2,13,0,132186.26048,0,Manager,0,340510.48699,0,5,16070,0,13,0
10142,0,0,0,58,0,12,"$69,282",No,"$295,989",Yes,M,Bachelors,Professional,47,Private,"$25,230",6,Minivan,no,$0,0,No,1,13,Highly Urban/ Urban,58,0,4,12,0,69282.452444,0,Professional,0,295989.04679,0,46.521114143,25230,0,13,0
10143,0,0,2,42,3,,"$59,454",Yes,$0,z_No,z_F,Bachelors,z_Blue Collar,34,Commercial,"$11,650",1,Sports Car,no,"$5,751",3,No,2,16,Highly Urban/ Urban,42,0,2,10,1,59454.17501,0,z_Blue Collar,0,0,0,33.518509125,11650,2,16,0
10144,0,0,0,55,0,0,$0,No,$0,Yes,z_F,z_High School,Student,44,Private,"$16,160",1,z_SUV,no,$0,0,No,1,9,z_Highly Rural/ Rural,55,0,3,0,0,0,0,Student,0,0,0,43.537491016,16160,0,9,0
10146,0,0,1,43,1,8,"$78,171",No,"$254,820",Yes,z_F,Masters,Manager,5,Private,"$13,620",3,Minivan,no,"$7,793",3,No,0,,Highly Urban/ Urban,43,0,2,8,0,78171.156448,0,Manager,0,254819.6497,0,5,13620,2,8,1
